,dataset,horizon,shaping_process,shaping_window,model,metric,value
4,ETTh1,192,pfarm,501,DeepNPTS,smape,0.0828097196450181
4,ETTh1,96,iprollcorr,1501,NBEATSx,smape,0.0827999047607753
4,ETTh1,96,prollcov,751,NHITS,smape,0.0827594668194664
0,ETTh1,96,iprollcov,501,NHITS,mse,0.0827408929249429
4,ETTh1,96,iprollcov,1501,NHITS,smape,0.0827068717336682
4,ETTh1,96,iprollcov,751,LSTM,smape,0.0826832778866872
4,ETTh1,96,pentropy,501,LSTM,smape,0.0826612519558861
4,ETTh1,192,pmutual_info,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipmutual_info,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipmutual_info,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,pmutual_info,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,pfarm,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,pfarm,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,pfarm,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcorr,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipmutual_info,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipentropy,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipentropy,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipmutual_info,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipmutual_info,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcorr,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcov,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcov,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcov,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipentropy,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,pfarm,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,identity,N/A,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcorr,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcorr,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,pfarm,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcorr,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcorr,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcov,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcov,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcov,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcorr,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipentropy,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcorr,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,pmutual_info,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcorr,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,iprollcov,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,pmutual_info,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,pmutual_info,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcov,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcov,1251,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcov,1501,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,501,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,751,TiDE,smape,0.0826465572149016
4,ETTh1,192,ipentropy,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,prollcorr,1001,TiDE,smape,0.0826465572149016
4,ETTh1,192,pentropy,1501,LSTM,smape,0.0826058655920763
0,ETTh1,96,pentropy,1501,LSTM,mse,0.082573937184722
4,ETTh1,96,pentropy,1501,LSTM,smape,0.0825688156313562
0,ETTh1,96,ipentropy,1001,LSTM,mse,0.0825613810952241
4,ETTh1,96,ipmutual_info,1001,NBEATSx,smape,0.0825405420116725
4,ETTh1,192,ipentropy,751,DeepNPTS,smape,0.0825236816403686
4,ETTh1,96,iprollcorr,1501,LSTM,smape,0.0825038187952708
4,ETTh1,192,ipmutual_info,1501,DeepNPTS,smape,0.0824992923889321
4,ETTh1,192,iprollcov,501,DeepNPTS,smape,0.0824981597100496
4,ETTh1,96,prollcov,1001,NBEATSx,smape,0.0824730777743872
0,ETTh1,96,pentropy,751,NBEATSx,mse,0.0824603630168799
4,ETTh1,96,ipmutual_info,751,NBEATSx,smape,0.0822886702371894
4,ETTh1,96,prollcorr,1251,LSTM,smape,0.082265159295107
4,ETTh1,96,pentropy,1001,NHITS,smape,0.0822522030162205
4,ETTh1,96,pentropy,1501,NBEATSx,smape,0.0822500456110759
4,ETTh1,96,pmutual_info,1001,NBEATSx,smape,0.0821209897894313
4,ETTh1,96,prollcorr,1001,LSTM,smape,0.0821007405910713
4,ETTh1,96,iprollcorr,751,LSTM,smape,0.0820088158022148
0,ETTh1,96,prollcorr,1501,LSTM,mse,0.0819753455849883
4,ETTh1,96,iprollcorr,751,NBEATSx,smape,0.0819528920286044
4,ETTh1,96,pfarm,1501,NHITS,smape,0.0818984367391231
4,ETTh1,96,iprollcov,1001,NHITS,smape,0.0818469905085151
4,ETTh1,96,prollcorr,501,LSTM,smape,0.0818399229888468
4,ETTh1,96,prollcorr,1251,NHITS,smape,0.0818039844032444
4,ETTh1,96,prollcorr,1501,LSTM,smape,0.081787633208353
4,ETTh1,96,ipentropy,1501,LSTM,smape,0.0817764642393704
4,ETTh1,96,iprollcov,1001,LSTM,smape,0.0817139710964751
4,ETTh1,96,prollcov,1001,NHITS,smape,0.0816036734616433
0,ETTh1,96,ipmutual_info,1251,NBEATSx,mse,0.0815717667853676
4,ETTh1,96,pentropy,1001,NBEATSx,smape,0.0815521168899663
0,ETTh1,96,iprollcorr,501,LSTM,mse,0.0814142889796503
4,ETTh1,96,ipentropy,751,LSTM,smape,0.0813819309855873
0,ETTh1,96,pfarm,1251,NHITS,mse,0.081330549488462
4,ETTh1,96,pentropy,751,NBEATSx,smape,0.0813213307173074
4,ETTh1,96,ipmutual_info,1251,NBEATSx,smape,0.081276842855455
0,ETTh1,96,iprollcov,1001,LSTM,mse,0.0812704838487588
4,ETTh1,96,ipmutual_info,1251,LSTM,smape,0.0812643961886802
4,ETTh1,96,prollcov,501,LSTM,smape,0.081254764639626
0,ETTh1,96,pentropy,501,LSTM,mse,0.0812398072052959
4,ETTh1,96,pmutual_info,1251,NBEATSx,smape,0.0811955185084922
0,ETTh1,96,pentropy,1001,NBEATSx,mse,0.0811355090878212
4,ETTh1,96,iprollcov,1251,NBEATSx,smape,0.0810921210285893
4,ETTh1,96,prollcov,501,NBEATSx,smape,0.0810827693805505
0,ETTh1,96,ipmutual_info,751,NBEATSx,mse,0.0810738675192495
4,ETTh1,96,pfarm,1251,NHITS,smape,0.0810695429284683
0,ETTh1,96,prollcorr,1251,NHITS,mse,0.0810669802328157
4,ETTh1,96,ipmutual_info,1501,LSTM,smape,0.0810363191164422
4,ETTh1,96,iprollcov,1001,NBEATSx,smape,0.0810142389621353
4,ETTh1,96,prollcov,1001,LSTM,smape,0.0809725305307969
0,ETTh1,96,ipentropy,1501,LSTM,mse,0.0809484665009561
0,ETTh1,96,iprollcov,1001,NHITS,mse,0.0809288192238775
0,ETTh1,96,iprollcorr,751,LSTM,mse,0.0808995491082819
4,ETTh1,96,iprollcov,501,NHITS,smape,0.0808787455589851
4,ETTh1,96,ipentropy,1501,NBEATSx,smape,0.0807963437371176
0,ETTh1,96,prollcorr,1251,LSTM,mse,0.0807682162331934
4,ETTh1,96,prollcorr,1501,NBEATSx,smape,0.0807619639342815
4,ETTh1,96,ipentropy,751,NBEATSx,smape,0.080688013903558
4,ETTh1,96,prollcov,1251,NBEATSx,smape,0.0805897119468145
0,ETTh1,96,prollcorr,501,LSTM,mse,0.0805758312950975
4,ETTh1,96,iprollcov,751,NBEATSx,smape,0.0805732512972304
0,ETTh1,96,iprollcov,751,LSTM,mse,0.0805433094338717
4,ETTh1,96,iprollcorr,501,LSTM,smape,0.0805305107796971
4,ETTh1,96,iprollcov,1501,NBEATSx,smape,0.0805188306899724
4,ETTh1,96,pfarm,1251,NBEATSx,smape,0.0805127782862065
4,ETTh1,96,pmutual_info,1501,LSTM,smape,0.0804460020368345
0,ETTh1,96,ipentropy,751,LSTM,mse,0.0804014427547723
0,ETTh1,96,ipmutual_info,1001,NBEATSx,mse,0.0803398167547047
4,ETTh1,96,ipmutual_info,501,TCN,smape,0.0802899233351949
4,ETTh1,96,pentropy,1001,TCN,smape,0.080289044672035
4,ETTh1,96,iprollcov,1251,TCN,smape,0.0802866024547685
4,ETTh1,96,pentropy,1501,TCN,smape,0.0802854719135198
4,ETTh1,96,iprollcorr,1001,TCN,smape,0.0802854224215574
4,ETTh1,96,pfarm,1251,TCN,smape,0.0802851944318332
4,ETTh1,96,ipmutual_info,751,TCN,smape,0.0802847617038645
4,ETTh1,96,iprollcorr,1251,TCN,smape,0.0802845401929312
4,ETTh1,96,pfarm,501,TCN,smape,0.0802845141495774
4,ETTh1,96,iprollcorr,501,TCN,smape,0.0802839925952593
4,ETTh1,96,iprollcov,1501,TCN,smape,0.0802832938715973
4,ETTh1,96,iprollcov,1001,TCN,smape,0.0802827125835483
4,ETTh1,96,iprollcorr,1501,TCN,smape,0.0802822141495713
4,ETTh1,96,ipentropy,1001,TCN,smape,0.0802821132779615
4,ETTh1,96,iprollcov,501,TCN,smape,0.0802808348504812
4,ETTh1,96,pfarm,751,TCN,smape,0.0802780246137725
4,ETTh1,96,pmutual_info,1501,TCN,smape,0.0802771722110678
4,ETTh1,96,pmutual_info,1001,TCN,smape,0.0802766212375887
4,ETTh1,96,iprollcorr,751,TCN,smape,0.0802762143646366
4,ETTh1,96,prollcorr,501,TCN,smape,0.0802760440549274
4,ETTh1,96,iprollcov,751,TCN,smape,0.0802756120783994
4,ETTh1,96,pfarm,1501,TCN,smape,0.0802749614362097
4,ETTh1,96,prollcov,1001,TCN,smape,0.0802719400760647
4,ETTh1,96,prollcorr,1001,TCN,smape,0.0802695322975529
4,ETTh1,96,pentropy,1251,TCN,smape,0.0802674111538978
4,ETTh1,96,pfarm,1001,NBEATSx,smape,0.0802647657979294
4,ETTh1,96,ipmutual_info,1001,TCN,smape,0.0802630781091364
4,ETTh1,96,prollcov,501,TCN,smape,0.0802592066621994
0,ETTh1,96,iprollcorr,1501,NBEATSx,mse,0.0802224784971454
0,ETTh1,96,ipmutual_info,1501,LSTM,mse,0.0802128973504304
0,ETTh1,96,ipmutual_info,501,TCN,mse,0.0801380957958543
0,ETTh1,96,pentropy,1001,TCN,mse,0.0801353411352997
0,ETTh1,96,iprollcov,1251,TCN,mse,0.0801303498415593
0,ETTh1,96,prollcov,1001,NBEATSx,mse,0.0801297896868356
0,ETTh1,96,ipmutual_info,751,TCN,mse,0.0801277383853427
0,ETTh1,96,iprollcorr,1001,TCN,mse,0.0801272600513786
0,ETTh1,96,pentropy,1501,TCN,mse,0.0801271446687689
0,ETTh1,96,pfarm,1251,TCN,mse,0.0801267671220865
0,ETTh1,96,iprollcorr,1251,TCN,mse,0.0801253925741695
0,ETTh1,96,pfarm,501,TCN,mse,0.0801252350615534
0,ETTh1,96,iprollcorr,501,TCN,mse,0.0801238467313882
0,ETTh1,96,iprollcov,1501,TCN,mse,0.0801226153130459
0,ETTh1,96,prollcov,1001,LSTM,mse,0.08012243432205
0,ETTh1,96,iprollcov,1001,TCN,mse,0.0801212081338592
0,ETTh1,96,iprollcorr,1501,TCN,mse,0.0801194558907918
0,ETTh1,96,ipentropy,1001,TCN,mse,0.0801189267644735
4,ETTh1,96,ipentropy,1251,LSTM,smape,0.0801185835253822
0,ETTh1,96,iprollcov,501,TCN,mse,0.0801164278008524
0,ETTh1,96,pfarm,751,TCN,mse,0.080109785422628
0,ETTh1,96,pmutual_info,1501,TCN,mse,0.0801075270193979
0,ETTh1,96,iprollcorr,751,TCN,mse,0.0801054725553773
0,ETTh1,96,pmutual_info,1001,TCN,mse,0.0801052952810993
0,ETTh1,96,prollcorr,501,TCN,mse,0.0801052740097233
0,ETTh1,96,iprollcov,751,TCN,mse,0.0801039276131546
0,ETTh1,96,pfarm,1501,TCN,mse,0.0801022549328389
0,ETTh1,96,pmutual_info,751,NBEATSx,mse,0.0801007740804263
0,ETTh1,96,prollcov,1001,TCN,mse,0.080094862563411
0,ETTh1,96,prollcorr,1001,TCN,mse,0.0800880193059563
0,ETTh1,96,pentropy,1251,TCN,mse,0.0800833076200463
0,ETTh1,96,ipmutual_info,1001,TCN,mse,0.0800734201381937
0,ETTh1,96,prollcov,501,TCN,mse,0.0800637633159981
0,ETTh1,96,ipmutual_info,1251,LSTM,mse,0.0800388463843172
4,ETTh1,96,ipmutual_info,1001,LSTM,smape,0.0800354391030049
4,ETTh1,96,pfarm,1251,LSTM,smape,0.0800335482362684
4,ETTh1,96,iprollcorr,1251,NBEATSx,smape,0.0800073157552702
0,ETTh1,96,prollcov,501,LSTM,mse,0.0800062476162752
4,ETTh1,96,ipentropy,501,NBEATSx,smape,0.079975912873348
4,ETTh1,96,prollcov,1251,LSTM,smape,0.0799449259799172
4,ETTh1,96,prollcorr,501,GRU,smape,0.0799137691872916
4,ETTh1,96,pfarm,501,LSTM,smape,0.0798929879689555
4,ETTh1,96,prollcov,1501,LSTM,smape,0.0798574802604264
4,ETTh1,96,prollcorr,1251,TCN,smape,0.0798366719115468
4,ETTh1,96,pmutual_info,1001,LSTM,smape,0.0798345509377615
4,ETTh1,96,pmutual_info,1001,GRU,smape,0.0798327735810124
4,ETTh1,96,pmutual_info,751,NHITS,smape,0.079816757887406
4,ETTh1,96,pentropy,501,GRU,smape,0.0797852958123006
4,ETTh1,96,ipmutual_info,501,LSTM,smape,0.0797816705219351
4,ETTh1,96,pmutual_info,501,LSTM,smape,0.0797661970852447
4,ETTh1,96,pentropy,1251,NBEATSx,smape,0.0797623947654715
4,ETTh1,96,prollcorr,1501,GRU,smape,0.0797161445765185
4,ETTh1,96,ipmutual_info,1501,GRU,smape,0.0796898133861514
4,ETTh1,96,ipmutual_info,1251,GRU,smape,0.0796630817015975
4,ETTh1,96,ipentropy,1251,NBEATSx,smape,0.079650855278984
4,ETTh1,96,prollcov,1501,GRU,smape,0.0796426444251345
4,ETTh1,96,pmutual_info,501,GRU,smape,0.0796273531498416
4,ETTh1,96,ipentropy,751,GRU,smape,0.0796219734726433
4,ETTh1,96,pentropy,1501,GRU,smape,0.0796040876823853
4,ETTh1,96,ipmutual_info,1251,TCN,smape,0.0796023679439356
4,ETTh1,96,pmutual_info,501,NHITS,smape,0.0795914644356801
4,ETTh1,96,prollcov,1251,GRU,smape,0.0795867977669032
4,ETTh1,96,iprollcov,1251,GRU,smape,0.0795652031732907
4,ETTh1,96,iprollcov,1001,GRU,smape,0.0795636704116534
4,ETTh1,96,iprollcov,501,GRU,smape,0.0795542725247724
4,ETTh1,96,iprollcorr,1251,GRU,smape,0.0795433689860962
4,ETTh1,96,ipmutual_info,501,GRU,smape,0.0795330617195867
4,ETTh1,96,prollcorr,751,GRU,smape,0.0795327887655788
4,ETTh1,96,prollcorr,1001,GRU,smape,0.0795252996860353
4,ETTh1,96,iprollcorr,751,GRU,smape,0.079524817560939
4,ETTh1,96,ipentropy,1251,GRU,smape,0.0795128593484291
4,ETTh1,96,pentropy,1001,GRU,smape,0.0795080847833196
4,ETTh1,96,prollcorr,1251,GRU,smape,0.0795029087842287
4,ETTh1,96,ipmutual_info,1001,GRU,smape,0.0794981488974077
4,ETTh1,96,iprollcov,751,GRU,smape,0.0794961847453845
4,ETTh1,96,ipentropy,501,GRU,smape,0.0794882444498576
4,ETTh1,96,prollcov,1001,GRU,smape,0.0794807143581507
4,ETTh1,96,identity,N/A,GRU,smape,0.079469557135163
4,ETTh1,96,ipentropy,1501,GRU,smape,0.0794661757547736
4,ETTh1,96,pentropy,1251,GRU,smape,0.0794651796530688
4,ETTh1,96,iprollcorr,1001,GRU,smape,0.079463359032633
4,ETTh1,96,iprollcorr,501,GRU,smape,0.0794609323119804
4,ETTh1,96,ipentropy,501,LSTM,smape,0.0794332699481454
4,ETTh1,96,iprollcorr,1001,LSTM,smape,0.0794260079417947
4,ETTh1,96,iprollcorr,1251,NHITS,smape,0.0794239722857257
4,ETTh1,96,pfarm,1001,LSTM,smape,0.0794183966546063
0,ETTh1,96,iprollcorr,501,GRU,mse,0.0794173724824554
4,ETTh1,96,prollcov,1501,TCN,smape,0.0794158341681492
4,ETTh1,96,ipmutual_info,1001,NHITS,smape,0.0794110325266927
4,ETTh1,96,pfarm,1001,GRU,smape,0.0794072112031359
4,ETTh1,96,iprollcorr,1501,GRU,smape,0.0794039506848231
4,ETTh1,96,iprollcorr,501,NHITS,smape,0.0793994181707742
4,ETTh1,96,pfarm,751,GRU,smape,0.0793980216852336
4,ETTh1,96,pfarm,1501,GRU,smape,0.0793914154738924
4,ETTh1,96,ipentropy,1001,GRU,smape,0.0793909543239913
4,ETTh1,96,prollcov,501,GRU,smape,0.0793894304897773
4,ETTh1,96,ipmutual_info,751,GRU,smape,0.0793859929032657
4,ETTh1,96,pfarm,1251,GRU,smape,0.0793690601475278
4,ETTh1,96,pentropy,751,GRU,smape,0.079352630243687
0,ETTh1,96,prollcorr,1251,TCN,mse,0.0793381604037089
4,ETTh1,96,prollcorr,1001,NHITS,smape,0.079336041225478
4,ETTh1,96,pfarm,1501,LSTM,smape,0.0793193902517876
4,ETTh1,96,pmutual_info,1251,GRU,smape,0.0793126315255312
4,ETTh1,96,ipentropy,751,NHITS,smape,0.0792998546894864
4,ETTh1,96,pfarm,501,GRU,smape,0.0792709862549276
4,ETTh1,96,pmutual_info,1501,GRU,smape,0.0792652954368869
4,ETTh1,96,pentropy,1001,LSTM,smape,0.0792422992132586
0,ETTh1,96,pentropy,1251,GRU,mse,0.0792422338357394
4,ETTh1,96,iprollcov,501,LSTM,smape,0.0792386018756279
0,ETTh1,96,pentropy,1001,GRU,mse,0.0792341835687368
0,ETTh1,96,prollcov,1251,NBEATSx,mse,0.0792300070620842
0,ETTh1,96,pentropy,751,GRU,mse,0.0791973318223375
0,ETTh1,96,pmutual_info,501,GRU,mse,0.079162990976313
4,ETTh1,96,prollcov,501,NHITS,smape,0.0791621628722416
0,ETTh1,96,pmutual_info,1501,LSTM,mse,0.0791571886178714
0,ETTh1,96,iprollcorr,751,NBEATSx,mse,0.0791372157759921
4,ETTh1,96,prollcov,751,LSTM,smape,0.0790885632473649
0,ETTh1,96,pentropy,501,GRU,mse,0.0790635729736222
4,ETTh1,96,prollcorr,751,LSTM,smape,0.0790595260090014
0,ETTh1,96,pfarm,1251,LSTM,mse,0.0790552851936137
4,ETTh1,96,pmutual_info,1501,NHITS,smape,0.0790456444040559
4,ETTh1,96,pmutual_info,751,GRU,smape,0.0790279880054276
0,ETTh1,96,prollcorr,1001,LSTM,mse,0.0790234210569416
4,ETTh1,96,iprollcov,1501,LSTM,smape,0.0790040645221859
4,ETTh1,96,identity,N/A,LSTM,smape,0.0789898011179214
4,ETTh1,96,iprollcov,1251,LSTM,smape,0.0789894074879901
4,ETTh1,96,prollcov,751,GRU,smape,0.0789846851909508
0,ETTh1,96,ipentropy,1251,LSTM,mse,0.0789471492196839
0,ETTh1,96,pmutual_info,1001,GRU,mse,0.0789413801867161
4,ETTh1,96,pentropy,751,LSTM,smape,0.0789308820548746
4,ETTh1,96,iprollcov,1501,GRU,smape,0.0789291557132913
0,ETTh1,96,prollcov,501,GRU,mse,0.0789160820689947
0,ETTh1,96,pmutual_info,1501,GRU,mse,0.0789046065329281
0,ETTh1,96,prollcorr,501,GRU,mse,0.0789044232495911
4,ETTh1,96,iprollcorr,1251,LSTM,smape,0.0788652493737552
0,ETTh1,96,iprollcov,1001,GRU,mse,0.0788402045053484
0,ETTh1,96,ipmutual_info,1501,GRU,mse,0.0788237024838165
0,ETTh1,96,pentropy,1501,GRU,mse,0.0788143023051301
0,ETTh1,96,prollcorr,1501,GRU,mse,0.0788133236827407
4,ETTh1,96,prollcorr,751,NHITS,smape,0.0787897831507291
0,ETTh1,96,ipmutual_info,1251,GRU,mse,0.0787579080438834
0,ETTh1,96,iprollcov,501,GRU,mse,0.0787520448384229
4,ETTh1,96,pmutual_info,1001,NHITS,smape,0.0787493070860065
0,ETTh1,96,iprollcorr,1001,GRU,mse,0.0787479386445006
0,ETTh1,96,iprollcorr,1251,GRU,mse,0.0787438855569843
4,ETTh1,96,pmutual_info,1251,LSTM,smape,0.0787407688820289
0,ETTh1,96,prollcov,1501,GRU,mse,0.0787369183039931
0,ETTh1,96,iprollcov,1251,GRU,mse,0.0787213113437535
0,ETTh1,96,pmutual_info,1251,NBEATSx,mse,0.0787192767305081
4,ETTh1,96,pentropy,1251,LSTM,smape,0.0786845023500302
0,ETTh1,96,ipmutual_info,1001,LSTM,mse,0.0786825708498359
0,ETTh1,96,ipmutual_info,1001,GRU,mse,0.0786802483780493
0,ETTh1,96,iprollcorr,751,GRU,mse,0.0786663749320532
0,ETTh1,96,ipentropy,1501,NBEATSx,mse,0.0786598717361009
0,ETTh1,96,ipentropy,751,GRU,mse,0.0786577867497055
0,ETTh1,96,iprollcov,751,GRU,mse,0.0786564719297722
0,ETTh1,96,prollcov,1251,GRU,mse,0.078649745532576
0,ETTh1,96,prollcorr,751,GRU,mse,0.0786324683444559
0,ETTh1,96,ipentropy,501,GRU,mse,0.0786130706511775
0,ETTh1,96,ipentropy,1501,GRU,mse,0.0786011863514823
0,ETTh1,96,ipmutual_info,501,GRU,mse,0.0785793045485992
0,ETTh1,96,identity,N/A,GRU,mse,0.078579046046923
0,ETTh1,96,ipentropy,1251,GRU,mse,0.0785760597761326
0,ETTh1,96,ipentropy,501,LSTM,mse,0.0785715432250722
4,ETTh1,96,prollcorr,501,NHITS,smape,0.0785650595506278
0,ETTh1,96,pmutual_info,751,GRU,mse,0.0785510768350049
0,ETTh1,96,prollcorr,1001,GRU,mse,0.0785471006951475
4,ETTh1,96,pmutual_info,751,LSTM,smape,0.0785469782404814
0,ETTh1,96,prollcov,1001,GRU,mse,0.0785327962478134
0,ETTh1,96,iprollcov,1251,NBEATSx,mse,0.0785258479488106
0,ETTh1,96,iprollcorr,1501,GRU,mse,0.078521671468532
0,ETTh1,96,pfarm,1501,GRU,mse,0.0785076612506451
0,ETTh1,96,pfarm,751,GRU,mse,0.07850108334637
0,ETTh1,96,pfarm,1001,GRU,mse,0.0784898015196748
0,ETTh1,96,ipentropy,1001,GRU,mse,0.0784560967307731
0,ETTh1,96,ipmutual_info,751,GRU,mse,0.0784510015474286
0,ETTh1,96,pfarm,1001,LSTM,mse,0.0784486463251024
0,ETTh1,96,iprollcorr,1001,LSTM,mse,0.0784422448790846
0,ETTh1,96,pfarm,1251,GRU,mse,0.0784345231380819
0,ETTh1,96,prollcorr,1251,GRU,mse,0.07841075601034
4,ETTh1,96,pfarm,751,NHITS,smape,0.0783945822775562
4,ETTh1,96,iprollcov,1251,NHITS,smape,0.078375567465646
0,ETTh1,96,pfarm,501,GRU,mse,0.0783665160578074
0,ETTh1,96,ipentropy,751,NBEATSx,mse,0.0783628106478967
0,ETTh1,96,prollcov,1501,LSTM,mse,0.0783553063655319
4,ETTh1,96,iprollcorr,1001,NHITS,smape,0.0783543898260488
0,ETTh1,96,iprollcorr,1251,NHITS,mse,0.0783476954902173
0,ETTh1,96,pmutual_info,1251,GRU,mse,0.0783460764060507
0,ETTh1,96,pmutual_info,751,NHITS,mse,0.0783164206328855
4,ETTh1,96,pmutual_info,1251,NHITS,smape,0.078290913731249
0,ETTh1,96,pentropy,1251,NBEATSx,mse,0.0782704460053239
0,ETTh1,96,pentropy,1001,LSTM,mse,0.0782603265673853
0,ETTh1,96,pfarm,1501,LSTM,mse,0.0782427726256506
0,ETTh1,96,pfarm,501,LSTM,mse,0.0781666459288781
0,ETTh1,96,pmutual_info,1001,LSTM,mse,0.0781587177503048
0,ETTh1,96,iprollcov,1501,GRU,mse,0.0781477946085615
0,ETTh1,96,prollcov,751,GRU,mse,0.0781167314452432
0,ETTh1,96,pfarm,751,NHITS,mse,0.0781110402489672
0,ETTh1,96,prollcov,751,LSTM,mse,0.0780709468089764
0,ETTh1,96,pmutual_info,501,NHITS,mse,0.0780587043351912
0,ETTh1,96,prollcorr,751,LSTM,mse,0.0779755742666275
4,ETTh1,96,prollcorr,1001,NBEATSx,smape,0.0778989034370822
4,ETTh1,96,pentropy,751,TCN,smape,0.0778871331743538
0,ETTh1,96,iprollcov,1251,LSTM,mse,0.0778867485613292
0,ETTh1,96,pentropy,751,TCN,mse,0.0778345140994776
4,ETTh1,96,prollcov,1251,TCN,smape,0.0777174757913939
4,ETTh1,96,ipmutual_info,1501,NHITS,smape,0.0777095127531063
4,ETTh1,96,iprollcov,1501,DeepNPTS,smape,0.0777011486406764
0,ETTh1,96,identity,N/A,LSTM,mse,0.0776984861072785
0,ETTh1,96,iprollcorr,1251,LSTM,mse,0.0776869769266924
4,ETTh1,96,identity,N/A,NHITS,smape,0.0776791396176294
4,ETTh1,96,pmutual_info,751,TCN,smape,0.0776478374590992
0,ETTh1,96,pentropy,751,LSTM,mse,0.0776290827609729
0,ETTh1,96,ipentropy,751,NHITS,mse,0.0776039427069095
0,ETTh1,96,pfarm,1251,NBEATSx,mse,0.0775967034716867
0,ETTh1,96,ipmutual_info,1001,NHITS,mse,0.0775054530107475
0,ETTh1,96,iprollcov,501,LSTM,mse,0.0774990966651288
4,ETTh1,96,ipentropy,1501,NHITS,smape,0.0774913732504284
4,ETTh1,96,pmutual_info,501,TSMixerx,smape,0.0774855161275882
4,ETTh1,96,identity,N/A,NBEATSx,smape,0.0774585741762675
4,ETTh1,96,iprollcov,751,DeepNPTS,smape,0.0773524478534009
4,ETTh1,96,iprollcorr,1001,NBEATSx,smape,0.077337604517639
0,ETTh1,96,pmutual_info,751,LSTM,mse,0.0772951019823812
0,ETTh1,96,prollcov,501,NBEATSx,mse,0.0772534110246795
4,ETTh1,96,ipmutual_info,1251,NHITS,smape,0.0772492817111126
0,ETTh1,96,pmutual_info,1001,NHITS,mse,0.0772479161680248
4,ETTh1,96,pmutual_info,501,NBEATSx,smape,0.0772234517329816
4,ETTh1,96,ipentropy,501,NHITS,smape,0.0772186901460346
4,ETTh1,96,ipentropy,1001,NHITS,smape,0.0771997654984826
0,ETTh1,96,prollcov,1251,LSTM,mse,0.0771893631859307
4,ETTh1,96,ipentropy,751,TCN,smape,0.077172875458866
0,ETTh1,96,prollcorr,1501,NBEATSx,mse,0.0771637208986195
4,ETTh1,96,pentropy,501,NHITS,smape,0.0771346820319698
4,ETTh1,96,pfarm,1251,DeepNPTS,smape,0.0770821353629006
4,ETTh1,96,ipentropy,1251,TCN,smape,0.0770566661104787
4,ETTh1,96,iprollcorr,1501,NHITS,smape,0.0770543602719515
0,ETTh1,96,pmutual_info,1251,LSTM,mse,0.0770199304915773
4,ETTh1,96,ipentropy,501,TCN,smape,0.0770187925669456
0,ETTh1,96,iprollcov,1501,NBEATSx,mse,0.076957077029172
0,ETTh1,96,iprollcov,751,NBEATSx,mse,0.0769239056594044
0,ETTh1,96,pmutual_info,1501,NHITS,mse,0.0769221957414067
4,ETTh1,96,pentropy,1251,NHITS,smape,0.0769125300983906
4,ETTh1,96,pmutual_info,1251,DeepNPTS,smape,0.0768879919703123
4,ETTh1,96,iprollcorr,751,NHITS,smape,0.0768776995907611
